DataID,Temperature1,Temperature2,Humidity1,Humidity2,LDR,Pump,Heater,Date,6:07:34 PM
850,50,38,48,104,975,,,10/12/2020,6:34:23 PM
851,52,35,54,81,761,,,10/12/2020,6:34:23 PM
852,48,40,52,58,668,,,10/12/2020,6:34:24 PM
853,42,33,37,61,122,,,10/12/2020,6:34:24 PM
854,48,40,22,55,907,,,10/12/2020,6:34:24 PM
855,51,41,51,70,706,,,10/12/2020,6:34:24 PM
856,50,41,69,84,84,,,10/12/2020,6:34:25 PM
857,48,37,29,88,55,,,10/12/2020,6:34:25 PM
858,51,35,40,75,967,,,10/12/2020,6:34:25 PM
859,50,39,53,95,642,,,10/12/2020,6:34:25 PM
860,52,42,71,54,862,,,10/12/2020,6:34:25 PM
861,47,35,32,112,974,,,10/12/2020,6:34:26 PM
862,46,35,28,66,165,,,10/12/2020,6:34:26 PM
863,52,34,40,103,754,,,10/12/2020,6:34:26 PM
864,43,41,22,83,679,,,10/12/2020,6:34:26 PM
865,49,42,62,82,743,,,10/12/2020,6:34:27 PM
866,52,32,59,110,704,,,10/12/2020,6:34:27 PM
867,49,42,20,58,264,,,10/12/2020,6:34:27 PM
868,45,37,28,100,396,,,10/12/2020,6:34:27 PM
869,52,38,28,91,781,,,10/12/2020,6:34:27 PM
870,45,40,38,101,83,,,10/12/2020,6:34:27 PM
871,43,34,39,112,28,,,10/12/2020,6:34:28 PM
872,49,41,69,57,866,,,10/12/2020,6:34:28 PM
873,47,42,52,88,863,,,10/12/2020,6:34:28 PM
874,44,40,30,110,710,,r,10/12/2020,6:34:28 PM
875,44,42,40,110,824,,,10/12/2020,6:34:28 PM
876,50,40,47,61,123,,,10/12/2020,6:34:29 PM
877,48,38,65,99,99,,,10/12/2020,6:34:29 PM
878,47,42,62,95,947,,,10/12/2020,6:34:29 PM
879,49,34,65,96,269,,,10/12/2020,6:34:29 PM
880,43,38,25,71,79,,,10/12/2020,6:34:30 PM
881,51,32,55,55,74,,,10/12/2020,6:34:30 PM
882,42,42,23,100,688,,,10/12/2020,6:34:30 PM
883,48,36,28,81,412,,,10/12/2020,6:34:30 PM
884,45,37,23,110,404,,,10/12/2020,6:34:31 PM
885,50,40,70,109,284,,,10/12/2020,6:34:31 PM
886,44,33,24,70,615,,,10/12/2020,6:34:31 PM
887,52,40,32,52,257,,,10/12/2020,6:34:31 PM
888,44,40,43,72,373,,,10/12/2020,6:34:31 PM
889,44,37,25,97,914,,,10/12/2020,6:34:32 PM
890,46,38,34,70,395,,,10/12/2020,6:34:32 PM
891,44,40,51,65,882,,,10/12/2020,6:34:32 PM
892,45,41,57,109,780,,,10/12/2020,6:34:32 PM
893,49,34,24,102,645,,,10/12/2020,6:34:32 PM
894,46,35,23,102,939,,,10/12/2020,6:34:32 PM
895,46,32,70,89,937,,,10/12/2020,6:34:33 PM
896,49,36,41,68,733,,,10/12/2020,6:34:33 PM
897,45,40,72,84,77,,,10/12/2020,6:34:33 PM
898,47,38,46,86,78,,,10/12/2020,6:34:33 PM
899,44,36,38,83,915,,,10/12/2020,6:34:34 PM
900,48,37,22,97,840,,,10/12/2020,6:34:34 PM
901,46,34,29,77,148,,,10/12/2020,6:34:34 PM
902,48,41,48,84,40,,,10/12/2020,6:34:34 PM
903,48,32,53,69,702,,,10/12/2020,6:34:34 PM
904,42,36,23,90,888,,,10/12/2020,6:34:35 PM
905,43,36,39,53,168,,,10/12/2020,6:34:35 PM
906,45,38,43,81,774,,,10/12/2020,6:34:35 PM
907,44,38,22,111,349,,,10/12/2020,6:34:35 PM
908,52,38,57,99,326,,,10/12/2020,6:34:36 PM
909,52,35,51,53,46,,,10/12/2020,6:34:36 PM
910,44,41,32,71,87,,,10/12/2020,6:34:36 PM
911,46,40,71,62,226,,,10/12/2020,6:34:36 PM
912,42,35,49,95,,,,10/12/2020,6:34:37 PM
913,52,42,62,92,,,,10/12/2020,6:34:37 PM
914,44,37,64,62,,,,10/12/2020,6:34:37 PM
915,44,42,46,53,,,,10/12/2020,6:34:37 PM
916,51,34,68,69,,,,10/12/2020,6:34:37 PM
917,49,40,59,105,,,,10/12/2020,6:34:37 PM
918,44,37,72,98,,,,10/12/2020,6:34:37 PM
919,46,38,62,109,,,,10/12/2020,6:34:38 PM
920,42,40,34,56,,,,10/12/2020,6:34:38 PM
921,52,37,46,57,,,,10/12/2020,6:34:38 PM
922,49,37,30,77,,,,10/12/2020,6:34:38 PM
923,48,37,41,71,,,,10/12/2020,6:34:39 PM
924,47,39,18,93,,,,10/12/2020,6:34:39 PM
925,43,33,20,98,,,,10/12/2020,6:34:39 PM
926,51,40,49,110,,,,10/12/2020,6:34:39 PM
927,52,32,34,80,,,,10/12/2020,6:34:40 PM
928,49,39,57,85,,,,10/12/2020,6:34:40 PM
929,51,41,29,55,,,,10/12/2020,6:34:40 PM
930,51,35,64,77,,,,10/12/2020,6:34:40 PM
931,45,39,69,111,,,,10/12/2020,6:34:40 PM
932,43,41,19,75,,,,10/12/2020,6:34:41 PM
933,44,38,36,74,,,,10/12/2020,6:34:41 PM
934,52,32,48,81,,,,10/12/2020,6:34:41 PM
935,52,34,33,111,,,,10/12/2020,6:34:41 PM
936,51,38,48,68,,,,10/12/2020,6:34:42 PM
937,49,39,64,93,,,,10/12/2020,6:34:42 PM
938,47,38,40,101,,,,10/12/2020,6:34:42 PM
939,52,42,22,58,,,,10/12/2020,6:34:42 PM
940,49,35,22,70,,,,10/12/2020,6:34:42 PM
941,48,32,27,106,,,,10/12/2020,6:34:42 PM
942,46,42,65,89,,,,10/12/2020,6:34:43 PM
943,51,33,66,62,,,,10/12/2020,6:34:43 PM
944,47,36,38,91,,,,10/12/2020,6:34:43 PM
945,43,37,42,73,,,,10/12/2020,6:34:43 PM
946,49,39,55,61,,,,10/12/2020,6:34:43 PM
947,43,38,44,69,,,,10/12/2020,6:34:44 PM
948,42,36,72,68,,,,10/12/2020,6:34:44 PM
949,49,38,26,76,,,,10/12/2020,6:34:44 PM
950,49,39,54,88,,,,10/12/2020,6:34:44 PM
951,49,41,38,109,,,,10/12/2020,6:34:45 PM
952,50,36,38,76,,,,10/12/2020,6:34:45 PM
953,46,41,54,104,,,,10/12/2020,6:34:45 PM
954,45,32,37,53,,,,10/12/2020,6:34:45 PM
955,48,38,28,81,,,,10/12/2020,6:34:46 PM
956,52,36,72,78,,,,10/12/2020,6:34:46 PM
957,45,41,17,72,,,,10/12/2020,6:34:46 PM
958,43,38,37,90,,,,10/12/2020,6:34:46 PM
959,42,40,26,97,,,,10/12/2020,6:34:46 PM
960,45,41,67,54,,,,10/12/2020,6:34:47 PM
961,51,40,47,60,,,,10/12/2020,6:34:47 PM
962,52,42,47,53,,,,10/12/2020,6:34:47 PM
963,46,33,70,105,,,,10/12/2020,6:34:47 PM
964,45,38,37,81,,,,10/12/2020,6:34:47 PM
965,48,32,52,98,,,,10/12/2020,6:34:47 PM
966,46,32,37,80,,,,10/12/2020,6:34:48 PM
967,48,39,22,96,,,,10/12/2020,6:34:48 PM
968,46,34,63,96,,,,10/12/2020,6:34:48 PM
969,50,36,65,68,,,,10/12/2020,6:34:48 PM
970,49,33,31,64,,,,10/12/2020,6:34:49 PM
971,45,42,53,76,,,,10/12/2020,6:34:49 PM
972,43,37,46,92,,,,10/12/2020,6:34:49 PM
973,46,33,37,70,,,,10/12/2020,6:34:49 PM
974,50,40,28,54,,,,10/12/2020,6:34:49 PM
975,50,38,46,105,,,,10/12/2020,6:34:50 PM
976,46,34,36,69,,,,10/12/2020,6:34:50 PM
977,49,38,49,92,,,,10/12/2020,6:34:50 PM
978,44,39,59,88,,,,10/12/2020,6:34:50 PM
979,51,37,17,54,,,,10/12/2020,6:34:51 PM
980,51,40,66,94,,,,10/12/2020,6:34:51 PM
981,46,41,62,82,,,,10/12/2020,6:34:51 PM
982,50,42,56,106,,,,10/12/2020,6:34:51 PM
983,51,33,70,86,,,,10/12/2020,6:34:52 PM
984,45,33,32,106,,,,10/12/2020,6:34:52 PM
985,46,42,43,106,,,,10/12/2020,6:34:52 PM
986,50,32,18,96,,,,10/12/2020,6:34:52 PM
987,42,36,28,59,,,,10/12/2020,6:34:52 PM
988,47,37,24,54,,,,10/12/2020,6:34:52 PM
989,46,37,62,60,,,,10/12/2020,6:34:53 PM
990,44,36,58,70,,,,10/12/2020,6:34:53 PM
991,45,33,50,59,,,,10/12/2020,6:34:53 PM
992,49,38,48,82,,,,10/12/2020,6:34:53 PM
993,49,41,33,104,,,,10/12/2020,6:34:53 PM
994,44,41,60,95,,,,10/12/2020,6:34:54 PM
995,52,37,31,111,,,,10/12/2020,6:34:54 PM
996,47,36,19,74,,,,10/12/2020,6:34:54 PM
997,46,37,37,73,,,,10/12/2020,6:34:54 PM
998,44,39,71,60,,,,10/12/2020,6:34:55 PM
999,51,40,25,71,,,,10/12/2020,6:34:55 PM
1000,52,37,48,72,,,,10/12/2020,6:34:55 PM
1001,46,32,40,74,,,,10/12/2020,6:34:55 PM
1002,46,34,28,61,,,,10/12/2020,6:34:55 PM
1003,47,34,36,70,,,,10/12/2020,6:34:56 PM
1004,46,41,30,106,,,,10/12/2020,6:34:56 PM
1005,46,35,25,53,,,,10/12/2020,6:34:56 PM
1006,48,37,28,105,,,,10/12/2020,6:34:56 PM
1007,47,36,48,58,,,,10/12/2020,6:34:57 PM
1008,44,39,30,62,,,,10/12/2020,6:34:57 PM
1009,43,39,68,56,,,,10/12/2020,6:34:57 PM
1010,47,36,52,68,,,,10/12/2020,6:34:57 PM
1011,46,33,53,72,,,,10/12/2020,6:34:57 PM
1012,50,37,28,64,,,,10/12/2020,6:34:57 PM
1013,45,40,47,72,,,,10/12/2020,6:34:58 PM
1014,52,32,53,92,,,,10/12/2020,6:34:58 PM
1015,42,34,34,104,,,,10/12/2020,6:34:58 PM
1016,47,32,70,72,,,,10/12/2020,6:34:58 PM
1017,45,35,22,87,,,,10/12/2020,6:34:58 PM
1018,43,42,65,76,,,,10/12/2020,6:34:59 PM
1019,42,41,67,72,,,,10/12/2020,6:34:59 PM
1020,47,37,39,88,,,,10/12/2020,6:34:59 PM
1021,44,32,46,91,,,,10/12/2020,6:34:59 PM
1022,46,41,32,70,,,,10/12/2020,6:35:00 PM
1023,48,32,55,56,,,,10/12/2020,6:35:00 PM
1024,46,40,36,53,,,,10/12/2020,6:35:00 PM
1025,46,33,61,61,,,,10/12/2020,6:35:00 PM
1026,43,38,64,82,,,,10/12/2020,6:35:01 PM
1027,42,32,62,59,,,,10/12/2020,6:35:01 PM
1028,48,36,63,109,,,,10/12/2020,6:35:01 PM
1029,42,39,40,52,,,,10/12/2020,6:35:01 PM
1030,46,38,61,58,,,,10/12/2020,6:35:01 PM
1031,51,34,64,91,,,,10/12/2020,6:35:02 PM
1032,48,39,43,72,,,,10/12/2020,6:35:02 PM
1033,45,32,48,74,,,,10/12/2020,6:35:02 PM
1034,49,36,25,99,,,,10/12/2020,6:35:02 PM
1035,42,41,41,81,,,,10/12/2020,6:35:02 PM
1036,42,36,49,71,,,,10/12/2020,6:35:02 PM
1037,44,37,41,108,,,,10/12/2020,6:35:03 PM
1038,48,32,21,62,,,,10/12/2020,6:35:03 PM
1039,43,39,45,102,,,,10/12/2020,6:35:03 PM
1040,42,39,67,96,,,,10/12/2020,6:35:04 PM
1041,43,41,18,87,,,,10/12/2020,6:35:04 PM
1042,43,40,22,58,,,,10/12/2020,6:35:04 PM
1043,47,38,19,89,,,,10/12/2020,6:35:04 PM
1044,52,37,38,112,,,,10/12/2020,6:35:04 PM
1045,42,33,29,107,,,,10/12/2020,6:35:04 PM
1046,52,37,63,86,,,,10/12/2020,6:35:05 PM
1047,43,39,37,62,,,,10/12/2020,6:35:05 PM
1048,51,39,30,57,,,,10/12/2020,6:35:05 PM
1049,46,38,71,65,,,,10/12/2020,6:35:05 PM
1050,43,32,53,56,,,,10/12/2020,6:35:06 PM
1051,50,35,23,82,,,,10/12/2020,6:35:06 PM
1052,49,32,66,111,,,,10/12/2020,6:35:06 PM
1053,50,32,34,110,,,,10/12/2020,6:35:06 PM
1054,50,35,44,72,,,,10/12/2020,6:35:07 PM
1055,45,38,22,67,,,,10/12/2020,6:35:07 PM
1056,43,32,25,107,,,,10/12/2020,6:35:07 PM
1057,42,37,51,91,,,,10/12/2020,6:35:07 PM
1058,48,41,45,102,,,,10/12/2020,6:35:07 PM
1059,44,38,53,109,,,,10/12/2020,6:35:07 PM
1060,49,42,19,108,,,,10/12/2020,6:35:07 PM
1061,42,32,69,97,,,,10/12/2020,6:35:08 PM
1062,48,42,37,69,,,,10/12/2020,6:35:08 PM
1063,42,35,23,91,,,,10/12/2020,6:35:08 PM
1064,48,41,37,100,,,,10/12/2020,6:35:08 PM
1065,52,32,57,102,,,,10/12/2020,6:35:09 PM
1066,52,36,31,78,,,,10/12/2020,6:35:09 PM
1067,43,38,17,75,,,,10/12/2020,6:35:09 PM
1068,50,39,53,59,,,,10/12/2020,6:35:09 PM
1069,51,39,22,90,,,,10/12/2020,6:35:10 PM
1070,48,36,17,68,,,,10/12/2020,6:35:10 PM
1071,44,39,46,106,,,,10/12/2020,6:35:10 PM
1072,51,35,30,80,,,,10/12/2020,6:35:10 PM
1073,46,41,63,68,,,,10/12/2020,6:35:10 PM
1074,49,39,26,110,,,,10/12/2020,6:35:11 PM
1075,45,33,38,104,,,,10/12/2020,6:35:11 PM
1076,52,41,37,107,,,,10/12/2020,6:35:11 PM
1077,46,32,59,74,,,,10/12/2020,6:35:11 PM
1078,43,35,50,100,,,,10/12/2020,6:35:12 PM
1079,48,34,58,109,,,,10/12/2020,6:35:12 PM
1080,45,35,35,102,,,,10/12/2020,6:35:12 PM
1081,44,39,58,85,,,,10/12/2020,6:35:12 PM
1082,45,42,31,84,,,,10/12/2020,6:35:13 PM
1083,49,34,46,69,,,,10/12/2020,6:35:13 PM
1084,45,35,50,97,,,,10/12/2020,6:35:13 PM
1085,49,39,56,67,,,,10/12/2020,6:35:13 PM
1086,45,40,42,90,,,,10/12/2020,6:35:13 PM
1087,45,35,47,89,,,,10/12/2020,6:35:14 PM
1088,43,42,26,98,,,,10/12/2020,6:35:14 PM
1089,46,42,26,66,,,,10/12/2020,6:35:14 PM
1090,50,32,72,83,,,,10/12/2020,6:35:14 PM
1091,50,38,71,68,,,,10/12/2020,6:35:14 PM
1092,48,32,19,91,,,,10/12/2020,6:35:14 PM
1093,52,32,44,79,,,,10/12/2020,6:35:15 PM
1094,46,40,33,79,,,,10/12/2020,6:35:15 PM
1095,52,40,68,92,,,,10/12/2020,6:35:15 PM
1096,44,39,17,96,,,,10/12/2020,6:35:15 PM
1097,43,35,32,72,,,,10/12/2020,6:35:16 PM
1098,46,42,43,75,,,,10/12/2020,6:35:16 PM
1099,45,34,28,90,,,,10/12/2020,6:35:16 PM
1100,52,42,33,62,,,,10/12/2020,6:35:16 PM
1101,48,33,47,93,,,,10/12/2020,6:35:16 PM
1102,47,34,66,94,,,,10/12/2020,6:35:17 PM
1103,47,40,27,84,,,,10/12/2020,6:35:17 PM
1104,47,40,55,112,,,,10/12/2020,6:35:17 PM
1105,47,40,20,81,,,,10/12/2020,6:35:17 PM
1106,48,37,26,63,,,,10/12/2020,6:35:17 PM
1107,45,32,63,86,,,,10/12/2020,6:35:18 PM
1108,51,33,43,78,,,,10/12/2020,6:35:18 PM
1109,47,40,56,83,,,,10/12/2020,6:35:18 PM
1110,48,34,62,112,,,,10/12/2020,6:35:18 PM
1111,50,38,49,86,,,,10/12/2020,6:35:18 PM
1112,45,35,31,78,,,,10/12/2020,6:35:19 PM
1113,50,41,63,96,,,,10/12/2020,6:35:19 PM
1114,52,39,35,73,,,,10/12/2020,6:35:19 PM
1115,42,33,69,107,,,,10/12/2020,6:35:19 PM
1116,43,33,62,85,,,,10/12/2020,6:35:19 PM
1117,51,36,57,87,,,,10/12/2020,6:35:20 PM
1118,47,35,60,108,,,,10/12/2020,6:35:20 PM
1119,45,35,69,65,,,,10/12/2020,6:35:20 PM
1120,50,41,19,65,,,,10/12/2020,6:35:21 PM
1121,45,41,58,62,,,,10/12/2020,6:35:21 PM
1122,46,33,38,64,,,,10/12/2020,6:35:21 PM
1123,46,38,36,73,,,,10/12/2020,6:35:22 PM
1124,51,39,35,60,,,,10/12/2020,6:35:22 PM
1125,52,33,33,102,,,,10/12/2020,6:35:22 PM
1126,45,40,28,78,,,,10/12/2020,6:35:22 PM
1127,42,32,45,72,,,,10/12/2020,6:35:22 PM
1128,50,41,17,94,,,,10/12/2020,6:35:23 PM
1129,49,40,30,105,,,,10/12/2020,6:35:23 PM
1130,51,38,31,94,,,,10/12/2020,6:35:23 PM
1131,45,35,49,111,,,,10/12/2020,6:35:23 PM
1132,51,33,46,105,,,,10/12/2020,6:35:23 PM
1133,43,40,25,103,,,,10/12/2020,6:35:23 PM
1134,48,38,67,82,,,,10/12/2020,6:35:23 PM
1135,47,38,22,105,,,,10/12/2020,6:35:23 PM
1136,52,39,68,109,,,,10/12/2020,6:35:24 PM
1137,49,39,18,60,,,,10/12/2020,6:35:24 PM
1138,47,34,36,87,,,,10/12/2020,6:35:24 PM
1139,49,40,67,77,,,,10/12/2020,6:35:25 PM
1140,45,36,31,72,,,,10/12/2020,6:35:25 PM
1141,43,33,28,95,,,,10/12/2020,6:35:25 PM
1142,49,41,61,70,,,,10/12/2020,6:35:25 PM
1143,47,42,38,61,,,,10/12/2020,6:35:25 PM
1144,43,32,67,84,,,,10/12/2020,6:35:26 PM
1145,45,32,62,73,,,,10/12/2020,6:35:26 PM
1146,42,35,60,60,,,,10/12/2020,6:35:26 PM
1147,46,40,18,91,,,,10/12/2020,6:35:26 PM
1148,42,36,71,68,,,,10/12/2020,6:35:26 PM
1149,47,32,18,74,,,,10/12/2020,6:35:27 PM
1150,52,39,30,108,,,,10/12/2020,6:35:27 PM
1151,44,40,63,74,,,,10/12/2020,6:35:27 PM
1152,48,37,68,105,,,,10/12/2020,6:35:27 PM
1153,49,37,36,69,,,,10/12/2020,6:35:27 PM
1154,47,41,24,63,,,,10/12/2020,6:35:28 PM
1155,47,37,41,112,,,,10/12/2020,6:35:28 PM
1156,44,36,17,88,,,,10/12/2020,6:35:28 PM
1157,50,32,37,94,,,,10/12/2020,6:35:28 PM
1158,43,35,62,97,,,,10/12/2020,6:35:28 PM
1159,44,32,23,110,,,,10/12/2020,6:35:29 PM
1160,43,35,47,103,,,,10/12/2020,6:35:29 PM
1161,51,40,22,72,,,,10/12/2020,6:35:29 PM
1162,45,35,49,111,,,,10/12/2020,6:35:29 PM
1163,45,37,49,98,,,,10/12/2020,6:35:29 PM
1164,48,41,38,73,,,,10/12/2020,6:35:30 PM
1165,47,36,53,90,,,,10/12/2020,6:35:30 PM
1166,51,35,37,106,,,,10/12/2020,6:35:30 PM
1167,46,34,62,82,,,,10/12/2020,6:35:30 PM
1168,43,41,37,74,,,,10/12/2020,6:35:31 PM
1169,45,32,43,92,,,,10/12/2020,6:35:31 PM
1170,48,41,60,56,,,,10/12/2020,6:35:31 PM
1171,48,39,60,68,,,,10/12/2020,6:35:32 PM
1172,50,37,67,100,,,,10/12/2020,6:35:32 PM
1173,42,32,17,99,,,,10/12/2020,6:35:32 PM
1174,44,37,57,110,,,,10/12/2020,6:35:32 PM
1175,43,37,26,66,,,,10/12/2020,6:35:33 PM
1176,43,39,17,85,,,,10/12/2020,6:35:33 PM
1177,47,41,35,60,,,,10/12/2020,6:35:33 PM
1178,42,36,49,64,,,,10/12/2020,6:35:33 PM
1179,50,38,72,112,,,,10/12/2020,6:35:33 PM
1180,52,38,60,78,,,,10/12/2020,6:35:33 PM
1181,46,34,32,76,12,,,10/12/2020,6:35:33 PM
1170,34,28,24,90,,,,10/12/2020,6:35:34 PM
1171,32,20,12,71,,,,10/12/2020,6:35:34 PM
1172,31,28,47,43,,,,10/12/2020,6:35:34 PM
1173,30,30,36,90,,,,10/12/2020,6:35:34 PM
1174,40,20,60,49,,,,10/12/2020,6:35:34 PM
1175,38,28,11,77,,,,10/12/2020,6:35:35 PM
1176,30,27,17,92,,,,10/12/2020,6:35:35 PM
1177,40,21,37,75,,,,10/12/2020,6:35:35 PM
1178,37,26,27,85,,,,10/12/2020,6:35:35 PM
1179,30,30,34,73,,,,10/12/2020,6:35:36 PM
1180,33,29,30,83,,,,10/12/2020,6:35:36 PM
1181,38,21,22,98,,,,10/12/2020,6:35:36 PM
1182,39,20,34,84,,,,10/12/2020,6:35:36 PM
1183,33,26,9,58,,,,10/12/2020,6:35:36 PM
1184,31,25,30,60,,,,10/12/2020,6:35:37 PM
1185,32,30,60,94,,,,10/12/2020,6:35:37 PM
1186,34,26,51,56,,,,10/12/2020,6:35:37 PM
1187,38,27,60,79,,,,10/12/2020,6:35:37 PM
1188,38,25,43,64,,,,10/12/2020,6:35:38 PM
1189,30,28,12,46,,,,10/12/2020,6:35:38 PM
1190,40,24,27,81,,,,10/12/2020,6:35:38 PM
1191,40,27,28,65,,,,10/12/2020,6:35:38 PM
1192,38,30,54,67,,,,10/12/2020,6:35:38 PM
1193,34,20,51,87,,,,10/12/2020,6:35:38 PM
1194,31,20,58,50,,,,10/12/2020,6:35:38 PM
1195,32,29,22,86,,,,10/12/2020,6:35:39 PM
1196,33,24,14,49,,,,10/12/2020,6:35:39 PM
1197,35,20,58,58,,,,10/12/2020,6:35:39 PM
1198,35,28,31,54,,,,10/12/2020,6:35:40 PM
1199,36,29,10,94,,,,10/12/2020,6:35:40 PM
1200,32,29,30,59,,,,10/12/2020,6:35:40 PM
1201,33,21,58,98,,,,10/12/2020,6:35:41 PM
1202,35,21,13,86,,,,10/12/2020,6:35:41 PM
1203,37,24,47,98,,,,10/12/2020,6:35:41 PM
1204,35,20,49,86,,,,10/12/2020,6:35:41 PM
1205,30,24,25,96,,,,10/12/2020,6:35:41 PM
1206,40,22,28,69,,,,10/12/2020,6:35:41 PM
1207,33,30,18,40,,,,10/12/2020,6:35:41 PM
1208,30,25,16,44,,,,10/12/2020,6:35:42 PM
1209,32,24,46,58,,,,10/12/2020,6:35:42 PM
1210,32,22,56,97,,,,10/12/2020,6:35:42 PM
1211,37,27,13,73,,,,10/12/2020,6:35:42 PM
1212,33,24,24,87,,,,10/12/2020,6:35:43 PM
1213,30,20,21,79,,,,10/12/2020,6:35:43 PM
1214,38,22,14,81,,,,10/12/2020,6:35:43 PM
1215,38,26,31,48,,,,10/12/2020,6:35:43 PM
1216,32,30,45,44,,,,10/12/2020,6:35:43 PM
1217,34,27,18,73,,,,10/12/2020,6:35:44 PM
1218,33,28,30,94,,,,10/12/2020,6:35:44 PM
1219,36,20,59,62,,,,10/12/2020,6:35:44 PM
1220,33,26,10,45,,,,10/12/2020,6:35:44 PM
1221,35,25,5,41,,,,10/12/2020,6:35:44 PM
1222,33,26,21,93,,,,10/12/2020,6:35:45 PM
1223,36,26,27,96,,,,10/12/2020,6:35:45 PM
1224,37,29,33,74,,,,10/12/2020,6:35:45 PM
1225,33,20,21,84,,,,10/12/2020,6:35:45 PM
1226,31,21,13,84,,,,10/12/2020,6:35:46 PM
1227,31,24,31,91,,,,10/12/2020,6:35:46 PM
1228,37,27,5,61,,,,10/12/2020,6:35:46 PM
1229,40,29,14,68,,,,10/12/2020,6:35:46 PM
1230,40,23,11,81,,,,10/12/2020,6:35:46 PM
1231,31,25,18,98,,,,10/12/2020,6:35:47 PM
1232,38,23,37,40,,,,10/12/2020,6:35:47 PM
1233,35,27,45,92,,,,10/12/2020,6:35:47 PM
1234,31,29,28,93,,,,10/12/2020,6:35:47 PM
1235,32,24,12,60,,,,10/12/2020,6:35:47 PM
1236,35,28,25,94,,,,10/12/2020,6:35:48 PM
1237,30,28,29,76,,,,10/12/2020,6:35:48 PM
1238,35,29,41,73,,,,10/12/2020,6:35:48 PM
1239,35,23,41,65,,,,10/12/2020,6:35:48 PM
1240,38,20,7,64,,,,10/12/2020,6:35:48 PM
1241,33,24,57,92,,,,10/12/2020,6:35:49 PM
1242,31,24,20,90,,,,10/12/2020,6:35:49 PM
1243,39,27,53,96,,,,10/12/2020,6:35:50 PM
1244,30,27,29,54,,,,10/12/2020,6:35:50 PM
1245,37,26,47,94,,,,10/12/2020,6:35:50 PM
1246,40,27,31,43,,,,10/12/2020,6:35:50 PM
1247,36,21,41,55,,,,10/12/2020,6:35:50 PM
1248,39,29,46,86,,,,10/12/2020,6:35:51 PM
1249,37,23,48,81,,,,10/12/2020,6:35:51 PM
1250,38,28,44,43,,,,10/12/2020,6:35:51 PM
1251,37,29,29,86,,,,10/12/2020,6:35:51 PM
1252,32,29,55,85,,,,10/12/2020,6:35:51 PM
1253,30,24,26,80,,,,10/12/2020,6:35:52 PM
1254,33,26,40,47,,,,10/12/2020,6:35:52 PM
1255,38,26,20,52,,,,10/12/2020,6:35:52 PM
1256,30,20,49,69,,,,10/12/2020,6:35:52 PM
1257,31,29,53,90,,,,10/12/2020,6:35:52 PM
1258,32,23,56,54,,,,10/12/2020,6:35:52 PM
1259,40,22,43,67,,,,10/12/2020,6:35:53 PM
1260,32,28,39,52,,,,10/12/2020,6:35:53 PM
1261,39,28,40,81,,,,10/12/2020,6:35:53 PM
1262,33,28,14,67,,,,10/12/2020,6:35:53 PM
1263,39,22,7,50,,,,10/12/2020,6:35:53 PM
1264,34,23,32,74,,,,10/12/2020,6:35:53 PM
1265,33,25,43,86,,,,10/12/2020,6:35:53 PM
1266,40,30,11,46,,,,10/12/2020,6:35:54 PM
1267,35,24,16,55,,,,10/12/2020,6:35:54 PM
1268,35,24,51,43,,,,10/12/2020,6:35:55 PM
1269,36,23,6,90,,,,10/12/2020,6:35:55 PM
1270,30,25,60,94,,,,10/12/2020,6:35:55 PM
1271,33,26,40,79,,,,10/12/2020,6:35:55 PM
1272,40,20,13,87,,,,10/12/2020,6:35:55 PM
1273,39,24,6,45,,,,10/12/2020,6:35:56 PM
1274,37,25,10,98,,,,10/12/2020,6:35:56 PM
1275,37,26,17,50,,,,10/12/2020,6:35:56 PM
1276,33,21,37,62,,,,10/12/2020,6:35:56 PM
1277,33,26,55,67,,,,10/12/2020,6:35:57 PM
1278,35,22,5,94,,,,10/12/2020,6:35:57 PM
1279,36,28,30,59,,,,10/12/2020,6:35:57 PM
1280,39,21,19,90,,,,10/12/2020,6:35:58 PM
1281,35,29,11,68,,,,10/12/2020,6:35:58 PM
1282,38,27,34,97,,,,10/12/2020,6:35:58 PM
1283,30,30,18,61,,,,10/12/2020,6:35:58 PM
1284,32,26,49,58,,,,10/12/2020,6:35:58 PM
1285,38,22,24,80,,,,10/12/2020,6:35:58 PM
1286,38,21,51,61,,,,10/12/2020,6:35:58 PM
1287,36,24,49,72,,,,10/12/2020,6:35:59 PM
1288,34,30,31,74,,,,10/12/2020,6:35:59 PM
1289,33,25,50,79,,,,10/12/2020,6:35:59 PM
1290,39,28,12,40,,,,10/12/2020,6:35:59 PM
1291,34,24,7,78,,,,10/12/2020,6:35:59 PM
1292,33,21,5,63,,,,10/12/2020,6:36:00 PM
1293,31,28,46,61,,,,10/12/2020,6:36:00 PM
1294,31,30,16,42,,,,10/12/2020,6:36:00 PM
1295,34,25,6,58,,,,10/12/2020,6:36:01 PM
1296,40,22,51,90,,,,10/12/2020,6:36:01 PM
1297,39,26,9,69,,,,10/12/2020,6:36:01 PM
1298,37,20,57,99,,,,10/12/2020,6:36:01 PM
1299,40,20,53,58,,,,10/12/2020,6:36:01 PM
1300,40,27,20,55,,,,10/12/2020,6:36:02 PM
1301,40,25,43,92,,,,10/12/2020,6:36:02 PM
1302,32,24,20,91,,,,10/12/2020,6:36:02 PM
1303,31,30,55,50,,,,10/12/2020,6:36:02 PM
1304,38,23,30,87,,,,10/12/2020,6:36:02 PM
